Nome,Matrícula,Ranking,Curso
Marcos,316735,100,Quimica
Clara,979115,14,Direito
Rodrigo,295875,20,Fisica
Maria,607454,66,Letras
Tiago,518740,59,Letras
Marcia,416196,23,Fisica
Marcos,400346,26,Letras
Julia,252976,74,Computacao
Marcia,741976,93,Fisica
Maria,325061,100,Administracao
Ana,148003,83,Fisica
Lucas,708596,64,Medicina
Marcia,846863,47,Administracao
Lara,901553,46,Letras
Amanda,638764,46,Direito
Pedro,737555,67,Direito
Lara,290069,52,Engenharia
Amanda,808629,48,Engenharia
Marcia,626512,36,Administracao
Tiago,709457,17,Computacao
Marcia,397249,56,Engenharia
Ana,330976,79,Medicina
Lucia,808754,46,Computacao
Lucia,833208,54,Odontologia
Flora,121788,59,Direito
Rodrigo,390945,63,Matematica
Clara,156043,79,Matematica
Flora,658449,64,Quimica
Julia,426817,99,Odontologia
Flora,566961,63,Medicina
Pedro,854796,95,Odontologia
Marcia,186634,39,Computacao
Lucas,745532,20,Direito
Lara,715601,79,Medicina
Jose,232103,74,Matematica
Luisa,829381,99,Quimica
Luis,138058,27,Fisica
Rodrigo,631053,91,Administracao
Luis,842636,59,Quimica
Tiago,767032,81,Engenharia
Flora,784790,26,Engenharia
Lucia,518251,18,Matematica
Flora,921442,81,Computacao
Tiago,509028,72,Matematica
Maria,883942,43,Quimica
Ana,392871,68,Direito
Clara,473607,59,Administracao
Luis,551676,98,Computacao
Luisa,330350,48,Quimica
Maria,645339,10,Computacao
Marcos,228587,61,Administracao
Zeca,779155,90,Computacao
Rodrigo,748818,12,Letras
Zeca,505067,31,Letras
Maria,408193,100,Direito
Joao,674034,28,Computacao
Amanda,923541,31,Quimica
Pedro,436289,83,Matematica
Ana,229329,87,Medicina
Luisa,771452,51,Direito
Rodrigo,202604,31,Administracao
Maria,475356,33,Fisica
Pedro,729078,94,Direito
Marcia,201673,88,Odontologia
Lucas,460473,32,Administracao
Amanda,831341,57,Fisica
Amanda,738097,77,Computacao
Lara,803088,10,Matematica
Rodrigo,465048,24,Quimica
Lara,890492,19,Direito
Celia,177486,45,Engenharia
Jose,925827,51,Computacao
Luis,281046,36,Quimica
Julia,729109,39,Computacao
Celia,240270,22,Fisica
Ana,886481,92,Quimica
Flora,771096,50,Medicina
Clara,798108,82,Odontologia
Marcos,599260,20,Administracao
Zeca,241672,59,Computacao
Joao,858359,17,Direito
Ana,985785,59,Engenharia
Luis,110221,34,Computacao
Flora,766165,64,Matematica
Ana,974413,94,Engenharia
Jose,813655,77,Medicina
Maria,691941,52,Medicina
Ana,425607,50,Odontologia
Zeca,575409,17,Direito
Amanda,136348,49,Engenharia
Jose,176664,41,Letras
Luisa,237270,51,Administracao
Zeca,675994,40,Odontologia
Lucas,779537,65,Administracao
Lucas,884658,33,Quimica
Flora,647174,30,Odontologia
Pedro,551606,84,Administracao
Pedro,911961,32,Letras
Marcos,560498,13,Computacao
Maria,864666,17,Computacao
Ana,610386,70,Medicina
Joao,664359,60,Letras
Flora,571263,68,Letras
Flora,892799,45,Computacao
Amanda,779949,53,Quimica
Clara,583365,71,Administracao
Tiago,264568,36,Quimica
Luis,177342,34,Letras
Rodrigo,707085,29,Engenharia
Marcia,711422,36,Fisica
Clara,978226,33,Letras
Amanda,630818,55,Quimica
Rodrigo,786574,61,Matematica
Julia,869777,69,Computacao
Flora,911120,21,Engenharia
Lucia,470176,80,Computacao
Lucas,270045,67,Medicina
Maria,823755,90,Engenharia
Marcos,698349,81,Letras
Flora,551927,41,Quimica
Ana,102317,25,Quimica
Luis,635367,46,Direito
Celia,162434,46,Odontologia
Jose,478885,13,Administracao
Julia,293301,44,Fisica
Julia,864935,92,Engenharia
Rodrigo,616414,46,Letras
Luisa,164578,51,Administracao
Lara,280645,65,Quimica
Julia,465382,89,Administracao
Lucia,159779,17,Medicina
Lara,121610,84,Letras
Marcia,115438,96,Matematica
Luis,905385,53,Matematica
Tiago,607922,82,Letras
Lara,932258,57,Computacao
Marcia,158605,40,Direito
Lucia,106596,33,Odontologia
Lucia,225356,19,Administracao
Tiago,386096,39,Matematica
Marcos,509515,30,Computacao
Zeca,992218,40,Odontologia
Lara,286412,69,Administracao
Celia,113684,74,Administracao
Jose,932939,28,Fisica
Marcia,780421,90,Direito
Rodrigo,482198,73,Odontologia
Marcos,260149,18,Fisica
Amanda,893847,59,Direito
Julia,396542,78,Computacao
Zeca,817775,83,Medicina
Marcia,834352,22,Medicina
Maria,649874,77,Fisica
Ana,271856,62,Engenharia
Tiago,428583,11,Administracao
Flora,881618,87,Engenharia
Julia,782679,67,Matematica
Amanda,921901,36,Letras
Maria,163312,22,Direito
Jose,232138,39,Quimica
Celia,185065,68,Letras
Lara,422546,67,Direito
Marcia,607459,68,Engenharia
Rodrigo,310869,44,Letras
Jose,154625,67,Letras
Julia,226242,57,Odontologia
Marcos,512732,51,Direito
Joao,522520,66,Letras
Celia,198621,100,Computacao
Lara,520654,34,Odontologia
Joao,918136,44,Medicina
Lucas,942561,78,Engenharia
Ana,238400,17,Administracao
Marcos,795891,29,Odontologia
Joao,322911,92,Direito
Marcos,174417,52,Medicina
Pedro,499024,82,Quimica
Lucas,837915,55,Letras
Joao,643256,40,Letras
Maria,948804,38,Fisica
Tiago,655314,83,Administracao
Tiago,922407,87,Medicina
Celia,311559,52,Quimica
Celia,435531,98,Direito
Lucia,770200,73,Letras
Maria,173807,59,Letras
Pedro,154080,88,Odontologia
Clara,719981,100,Medicina
Lucia,725231,90,Letras
Luis,205979,31,Engenharia
Maria,267650,76,Fisica
Marcos,179386,16,Medicina
Lucia,982606,93,Computacao
Zeca,550546,77,Matematica
Celia,265542,22,Direito
Marcos,132390,31,Medicina
Ana,770090,44,Odontologia
Amanda,568627,21,Direito
Ana,773980,22,Letras
Tiago,453549,53,Engenharia
Clara,584993,24,Fisica
Lucas,437987,49,Odontologia
Jose,887308,73,Fisica
Lucas,300741,28,Matematica
Amanda,872116,32,Odontologia
Rodrigo,321732,94,Medicina
Jose,745937,81,Matematica
Celia,229215,89,Medicina
Marcia,249465,94,Odontologia
Maria,330575,85,Engenharia
Tiago,538492,28,Administracao
Tiago,518259,31,Matematica
Jose,456225,52,Odontologia
Luisa,618929,19,Fisica
Tiago,806543,35,Odontologia
Lucas,777293,22,Matematica
Joao,618325,43,Matematica
Flora,582811,10,Quimica
Pedro,561834,65,Odontologia
Jose,582049,40,Administracao
Clara,317812,73,Letras
Lucia,622161,11,Engenharia
Clara,922967,12,Matematica
Ana,346690,39,Letras
Maria,418024,99,Quimica
Lucia,334021,43,Administracao
Marcos,738178,25,Medicina
Julia,222318,35,Matematica
Luis,368959,57,Fisica
Celia,559213,40,Medicina
Ana,293109,75,Direito
Luis,998770,11,Medicina
Tiago,328931,17,Odontologia
Clara,898790,33,Administracao
Tiago,472680,56,Quimica
Marcia,254777,47,Letras
Lucas,542493,70,Direito
Rodrigo,481254,93,Administracao
Pedro,738268,27,Engenharia
Tiago,611136,44,Odontologia
Lucas,459179,71,Quimica
Lucia,593999,28,Letras
Marcia,851168,47,Computacao
Lucas,530700,32,Medicina
Julia,199534,93,Fisica
Flora,945859,82,Quimica
Julia,329730,50,Direito
Julia,785329,73,Administracao
Tiago,390556,66,Direito
Ana,839920,39,Odontologia
Clara,192151,44,Letras
Maria,721234,21,Administracao
Zeca,621701,52,Computacao
Marcia,862779,92,Fisica
Maria,282001,84,Fisica
Lara,293818,83,Computacao
Lucas,547701,39,Medicina
Julia,783713,42,Administracao
Julia,812391,74,Computacao
Lara,583426,31,Engenharia
Amanda,651352,43,Administracao
Amanda,310702,31,Computacao
Flora,137210,66,Odontologia
Joao,670611,30,Administracao
Zeca,750969,89,Computacao
Flora,548898,23,Direito
Joao,576834,65,Matematica
Ana,343622,83,Administracao
Flora,409430,91,Quimica
Clara,571704,34,Letras
Amanda,604601,58,Odontologia
Maria,945311,17,Computacao
Joao,804551,54,Computacao
Maria,813457,51,Matematica
Joao,443726,40,Fisica
Pedro,871381,100,Letras
Rodrigo,952698,55,Fisica
Clara,611712,62,Quimica
Zeca,613251,83,Engenharia
Marcia,791006,14,Odontologia
Maria,557817,45,Medicina
Luis,692153,50,Matematica
Lucas,388973,90,Computacao
Lucia,322119,77,Letras
Lucia,791797,43,Direito
Joao,874646,85,Odontologia
Tiago,325887,92,Engenharia
Ana,760308,20,Quimica
Zeca,728941,14,Letras
Flora,942846,33,Fisica
Ana,614340,66,Engenharia
Marcos,113283,14,Fisica
Lucia,970508,75,Engenharia
Joao,717792,53,Fisica
Luisa,134271,75,Direito
Celia,260198,61,Computacao
Ana,952584,10,Engenharia
Marcia,625924,21,Engenharia
Marcia,369090,94,Computacao
Tiago,754880,56,Computacao
Luis,781133,15,Odontologia
Marcos,991127,25,Administracao
Tiago,910220,53,Fisica
Lucia,154421,91,Matematica
Luisa,711273,86,Letras
Joao,634976,68,Odontologia
Marcos,235039,43,Letras
Jose,476204,26,Odontologia
Flora,137576,34,Fisica
Lucia,266974,21,Medicina
Marcia,156384,27,Medicina
Luis,109934,69,Engenharia
Rodrigo,648520,53,Matematica
Marcos,792721,31,Odontologia
Ana,708273,69,Direito
Rodrigo,788452,60,Fisica
Maria,575301,21,Quimica
Clara,319677,45,Fisica
Julia,131662,71,Computacao
Luis,279377,80,Quimica
Flora,964963,82,Direito
Luis,929414,12,Direito
Ana,533975,78,Quimica
Zeca,957643,64,Matematica
Clara,545029,82,Direito
Lara,553250,42,Quimica
Marcia,108541,48,Engenharia
Maria,386445,13,Letras
Tiago,755718,68,Odontologia
Lucia,335313,24,Computacao
Maria,836348,40,Engenharia
Jose,295753,48,Engenharia
Luis,394806,25,Quimica
Clara,515665,58,Direito
Flora,975312,13,Fisica
Tiago,228427,28,Administracao
Zeca,774630,97,Fisica
Lucia,494312,72,Quimica
Luis,835016,59,Medicina
Luisa,229224,11,Fisica
Pedro,130910,20,Computacao
Clara,970985,75,Administracao
Clara,604997,48,Fisica
Clara,139781,81,Fisica
Lucas,655950,45,Direito
Maria,306622,50,Fisica
Luis,265751,97,Engenharia
Lara,186142,69,Fisica
Lara,288054,84,Engenharia
Amanda,579987,90,Medicina
Flora,196699,35,Matematica
Ana,932764,69,Direito
Ana,150485,53,Odontologia
Marcos,816141,52,Fisica
Lucia,453313,48,Administracao
Lara,657082,22,Medicina
Ana,260530,16,Quimica
Luisa,922731,64,Matematica
Luis,185704,18,Administracao
Amanda,417437,45,Medicina
Tiago,191642,94,Odontologia
Julia,944270,71,Engenharia
Ana,373365,13,Odontologia
Tiago,656543,50,Letras
Marcia,253528,24,Medicina
Rodrigo,411757,85,Computacao
Tiago,997561,91,Engenharia
Rodrigo,934339,77,Letras
Lucia,650441,28,Administracao
Ana,514234,91,Engenharia
Joao,757259,47,Odontologia
Lucas,124389,81,Letras
Jose,482657,48,Administracao
Lucia,339123,82,Matematica
Maria,519876,45,Matematica
Clara,561158,45,Administracao
Julia,659789,94,Medicina
Clara,549774,13,Engenharia
Marcos,864798,57,Odontologia
Luis,350930,81,Medicina
Luis,260624,34,Letras
Lara,807042,10,Matematica
Marcia,488391,99,Fisica
Rodrigo,976055,27,Medicina
Clara,545169,100,Computacao
Celia,350680,67,Fisica
Ana,143782,48,Direito
Marcia,880650,91,Computacao
Clara,268886,35,Administracao
Luis,324687,84,Medicina
Jose,210442,80,Matematica
Zeca,697738,66,Computacao
Lucia,689724,31,Engenharia
Amanda,845646,60,Computacao
Marcia,487458,34,Letras
Lucia,752032,17,Computacao
Rodrigo,346393,31,Matematica
Rodrigo,506039,45,Quimica
Jose,277355,52,Quimica
Luis,896195,99,Administracao
Marcos,773429,23,Odontologia
Luisa,565665,39,Matematica
Lara,156823,70,Letras
Marcos,931286,36,Quimica
Julia,552608,36,Direito
Lucas,215718,100,Odontologia
Marcos,791687,11,Matematica
Lucas,197023,29,Direito
Lara,612612,67,Direito
Pedro,874554,20,Odontologia
Pedro,530046,54,Engenharia
Maria,117327,44,Engenharia
Marcia,638723,20,Medicina
Pedro,698289,35,Fisica
Celia,911689,86,Engenharia
Ana,164579,70,Quimica
Rodrigo,757678,79,Odontologia
Lara,222193,32,Fisica
Tiago,858545,52,Fisica
Celia,777221,65,Computacao
Marcia,997250,98,Computacao
Rodrigo,976234,60,Odontologia
Maria,529735,51,Quimica
Lara,443127,44,Engenharia
Amanda,787919,96,Quimica
Luis,534955,21,Computacao
Lara,565277,59,Odontologia
Zeca,256069,55,Quimica
Pedro,535131,65,Engenharia
Lara,977076,56,Fisica
Julia,664173,50,Administracao
Ana,683682,97,Fisica
Marcia,987787,84,Fisica
Tiago,901085,99,Direito
Luis,682885,33,Medicina
Flora,163507,43,Quimica
Amanda,864936,85,Administracao
Julia,882632,57,Letras
Lara,163582,98,Direito
Tiago,766791,36,Administracao
Celia,292440,88,Administracao
Zeca,841633,56,Administracao
Ana,817213,61,Quimica
Luis,880673,93,Fisica
Pedro,751479,100,Quimica
Lara,666849,82,Administracao
Marcia,660831,51,Fisica
Clara,219031,86,Direito
Luis,570630,18,Engenharia
Luis,111049,78,Matematica
Lucas,188477,100,Computacao
Clara,299955,55,Medicina
Luisa,644127,37,Direito
Ana,750014,100,Administracao
Celia,854957,48,Administracao
Maria,139219,32,Fisica
Lucia,764872,33,Engenharia
Jose,819988,17,Engenharia
Julia,925362,27,Administracao
Joao,676929,29,Engenharia
Jose,725833,27,Letras
Joao,357313,58,Matematica
Flora,285575,40,Matematica
Lucas,469925,18,Matematica
Celia,752623,71,Direito
Marcia,819974,43,Matematica
Maria,717326,41,Odontologia
Julia,332879,15,Matematica
Julia,119626,19,Fisica
Flora,333896,66,Quimica
Lucia,259011,21,Administracao
Maria,959254,94,Medicina
Marcos,190684,82,Administracao
Marcia,124884,43,Direito
Jose,873715,98,Medicina
Maria,699290,13,Letras
Joao,826726,84,Medicina
Joao,145208,68,Direito
Jose,366068,39,Direito
Rodrigo,516563,27,Engenharia
Luisa,784120,86,Administracao
Lucas,153988,94,Engenharia
Luisa,857366,68,Letras
Rodrigo,380729,68,Direito
Clara,729619,75,Engenharia
Luis,715798,24,Matematica
Clara,104403,93,Direito
Zeca,972423,45,Direito
Clara,860050,22,Medicina
Amanda,479999,88,Direito
Joao,432935,24,Direito
Pedro,344358,12,Quimica
Marcia,387769,38,Computacao
Julia,940569,79,Letras
Flora,154859,39,Direito
Joao,103026,47,Engenharia
Julia,818981,47,Letras
Luisa,805461,25,Administracao
Rodrigo,480702,93,Administracao
Celia,204150,31,Fisica
Jose,704661,96,Direito
Flora,914554,59,Quimica
Pedro,448102,70,Fisica
Pedro,936235,64,Letras
Marcos,902853,66,Direito
Celia,896572,14,Computacao
Rodrigo,875055,25,Matematica
Lucia,322732,37,Quimica
Lucas,246072,35,Quimica
Maria,767184,100,Quimica
Celia,840354,71,Administracao
Clara,345579,76,Medicina
Joao,499061,27,Odontologia
Maria,982144,46,Fisica
Pedro,615736,36,Matematica
Amanda,152908,43,Quimica
Marcia,878019,68,Administracao
Tiago,160787,88,Quimica
Rodrigo,558318,70,Quimica
Maria,959618,90,Quimica
Lucia,986386,68,Engenharia
Zeca,829127,97,Computacao
Flora,972808,91,Fisica
Luis,836841,34,Medicina
Zeca,529237,11,Letras
Jose,106931,87,Medicina
Julia,213966,73,Direito
Luisa,252207,88,Letras
Amanda,422977,45,Matematica
Lara,619196,72,Computacao
Maria,895730,55,Engenharia
Tiago,761495,31,Engenharia
Luis,266738,50,Quimica
Clara,199960,96,Medicina
Luisa,593466,29,Matematica
Luis,467612,43,Quimica
Ana,464340,79,Engenharia
Marcia,747490,76,Administracao
Marcia,654000,63,Fisica
Marcos,873708,94,Quimica
Amanda,755336,71,Engenharia
Clara,851450,53,Fisica
Zeca,346834,80,Medicina
Flora,305419,41,Odontologia
Flora,662752,100,Engenharia
Pedro,362205,15,Matematica
Rodrigo,236539,56,Odontologia
Marcos,546699,44,Medicina
Ana,457094,41,Direito
Celia,104543,91,Letras
Marcia,152455,54,Letras
Luisa,116560,84,Letras
Ana,447612,80,Direito
Celia,314206,19,Computacao
Zeca,223517,44,Fisica
Julia,825003,90,Letras
Ana,907496,24,Odontologia
Clara,291996,42,Medicina
Rodrigo,485792,66,Fisica
Clara,272502,36,Odontologia
Pedro,411889,46,Letras
Celia,776510,24,Administracao
Lucas,102572,81,Engenharia
Pedro,423280,60,Computacao
Rodrigo,610616,13,Odontologia
Zeca,499382,40,Computacao
Celia,432995,30,Direito
Flora,203431,99,Quimica
Marcos,288273,60,Direito
Celia,592424,95,Quimica
Lucas,982113,81,Odontologia
Jose,547789,46,Direito
Zeca,935140,25,Medicina
Julia,690291,45,Medicina
Joao,787314,94,Computacao
Rodrigo,121809,79,Administracao
Flora,579493,52,Odontologia
Tiago,491612,79,Quimica
Clara,908223,75,Administracao
Marcos,313799,54,Engenharia
Luis,261114,61,Quimica
Lucia,903131,33,Matematica
Celia,521311,77,Direito
Rodrigo,947608,28,Direito
Lucia,491713,43,Odontologia
Luis,500940,16,Quimica
Rodrigo,323238,83,Letras
Clara,899988,28,Fisica
Julia,448316,35,Direito
Lara,880255,62,Computacao
Luisa,211474,34,Odontologia
Clara,844285,94,Odontologia
Luis,802273,85,Letras
Luis,502500,98,Administracao
Marcos,762521,50,Engenharia
Jose,196082,21,Administracao
Rodrigo,230656,27,Medicina
Joao,479610,97,Odontologia
Zeca,456431,76,Quimica
Julia,293586,64,Engenharia
Flora,884757,58,Engenharia
Marcia,701598,37,Odontologia
Julia,884296,83,Matematica
Lucia,761340,78,Computacao
Celia,197589,97,Odontologia
Marcia,532761,94,Matematica
Marcos,462442,13,Letras
Lucia,551263,74,Matematica
Ana,957398,66,Odontologia
Marcos,881614,45,Administracao
Julia,175138,75,Matematica
Tiago,605494,83,Administracao
Ana,975009,70,Engenharia
Luis,602957,59,Computacao
Lara,392601,65,Quimica
Jose,341199,36,Quimica
Ana,285485,92,Medicina
Flora,447630,20,Medicina
Ana,324358,39,Computacao
Tiago,377606,53,Quimica
Lucas,980309,13,Computacao
Zeca,681737,41,Engenharia
Flora,871379,84,Odontologia
Lucas,470653,39,Letras
Luisa,429915,87,Fisica
Lara,130535,29,Direito
Luisa,143941,64,Odontologia
Rodrigo,370851,96,Computacao
Lucia,136023,70,Letras
Zeca,863635,98,Matematica
Marcia,702440,12,Medicina
Tiago,395442,44,Direito
Lara,626760,61,Matematica
Jose,969888,34,Computacao
Julia,100585,34,Odontologia
Zeca,263223,28,Engenharia
Marcos,136675,94,Quimica
Clara,648542,31,Medicina
Luis,891195,35,Quimica
Celia,975994,26,Fisica
Clara,262333,53,Fisica
Pedro,986902,76,Medicina
Flora,131902,51,Direito
Maria,747623,72,Administracao
Celia,494856,85,Computacao
Marcia,994565,49,Medicina
Ana,834020,67,Computacao
Pedro,616824,76,Administracao
Clara,298190,19,Odontologia
Maria,248874,32,Computacao
Luisa,470160,41,Odontologia
Ana,245957,40,Direito
Marcos,464808,23,Engenharia
Marcos,736806,14,Matematica
Marcia,418858,14,Direito
Pedro,308795,74,Medicina
Maria,581666,92,Engenharia
Tiago,438433,66,Direito
Clara,931889,15,Administracao
Marcos,827067,10,Computacao
Flora,836450,42,Odontologia
Marcos,471254,83,Quimica
Rodrigo,889533,57,Odontologia
Celia,409423,57,Engenharia
Luis,123317,73,Direito
Luisa,658094,11,Direito
Marcia,619070,43,Engenharia
Pedro,781615,55,Computacao
Luis,588135,82,Letras
Luis,988653,23,Quimica
Lara,804884,57,Matematica
Joao,675649,13,Odontologia
Lucas,510932,12,Matematica
Lucia,126103,21,Quimica
Lucas,210911,51,Medicina
Pedro,248969,57,Computacao
Lucia,349344,93,Medicina
Jose,385605,21,Matematica
Lucia,140649,97,Computacao
Marcia,231453,72,Letras
Zeca,879131,82,Quimica
Lucas,724689,91,Matematica
Joao,650741,21,Engenharia
Luisa,552750,96,Fisica
Marcos,696423,29,Quimica
Zeca,143418,65,Engenharia
Luisa,964928,35,Medicina
Lucas,149172,47,Fisica
Marcos,869172,97,Letras
Marcia,567809,77,Quimica
Rodrigo,924613,97,Computacao
Pedro,526930,73,Medicina
Lucia,946358,29,Direito
Clara,742551,30,Quimica
Marcia,591308,61,Medicina
Celia,326187,31,Odontologia
Amanda,927524,21,Letras
Joao,711502,93,Direito
Luis,373285,87,Matematica
Joao,272507,26,Engenharia
Rodrigo,150711,61,Matematica
Lucas,466361,27,Fisica
Luis,421716,91,Computacao
Zeca,954395,56,Odontologia
Lucas,768196,38,Administracao
Lucia,331869,71,Matematica
Zeca,857918,99,Quimica
Tiago,690140,76,Computacao
Ana,421446,91,Quimica
Celia,722940,62,Fisica
Tiago,921832,66,Odontologia
Zeca,560204,40,Letras
Luis,216395,24,Odontologia
Pedro,568887,81,Computacao
Marcos,293422,52,Direito
Amanda,825743,90,Matematica
Marcos,350957,39,Engenharia
Ana,366092,59,Odontologia
Joao,659086,62,Direito
Luisa,626076,64,Quimica
Pedro,102330,70,Quimica
Flora,588983,44,Direito
Maria,267452,75,Direito
Marcia,431311,81,Engenharia
Luis,873673,88,Engenharia
Ana,974005,75,Medicina
Lucia,554828,46,Odontologia
Rodrigo,921018,96,Letras
Zeca,308006,79,Engenharia
Clara,554494,39,Engenharia
Zeca,254062,82,Administracao
Jose,643106,10,Administracao
Pedro,571806,100,Medicina
Pedro,640523,43,Letras
Amanda,400619,47,Matematica
Celia,148435,44,Letras
Maria,230494,67,Engenharia
Clara,894656,10,Medicina
Luisa,350057,100,Medicina
Lucia,116427,45,Direito
Jose,407213,51,Medicina
Pedro,573088,84,Computacao
Marcia,158148,33,Odontologia
Jose,785047,16,Letras
Clara,136854,42,Matematica
Lucas,343304,32,Matematica
Luisa,923023,59,Matematica
Zeca,591132,50,Quimica
Rodrigo,693190,93,Medicina
Lucas,845365,18,Matematica
Lara,516127,75,Odontologia
Lara,927549,61,Medicina
Celia,225585,72,Direito
Jose,418041,11,Quimica
Lucia,342660,39,Quimica
Lucas,857609,74,Odontologia
Amanda,946945,77,Computacao
Rodrigo,384465,88,Engenharia
Joao,247460,15,Quimica
Lucas,723026,16,Administracao
Ana,301905,90,Engenharia
Lucia,424498,47,Direito
Marcos,991332,18,Administracao
Marcos,583032,82,Quimica
Joao,899078,82,Quimica
Lucas,301528,73,Odontologia
Marcia,491795,41,Letras
Tiago,390455,39,Letras
Amanda,200647,41,Fisica
Tiago,610807,47,Computacao
Lucas,559351,64,Quimica
Lara,980931,68,Engenharia
Zeca,140030,36,Engenharia
Ana,326766,52,Fisica
Lucas,418357,88,Medicina
Lucia,354543,73,Direito
Tiago,801840,30,Direito
Luisa,258428,84,Direito
Joao,452141,64,Matematica
Clara,767058,90,Engenharia
Ana,298530,69,Quimica
Maria,122945,92,Fisica
Julia,159540,78,Engenharia
Flora,960837,25,Letras
Luis,273164,28,Quimica
Luisa,596572,58,Matematica
Zeca,461128,82,Odontologia
Rodrigo,234938,13,Administracao
Marcia,168425,53,Quimica
Julia,310072,67,Quimica
Lucia,802556,27,Engenharia
Amanda,618258,42,Quimica
Marcia,199636,89,Letras
Rodrigo,686015,71,Fisica
Marcos,498077,78,Quimica
Julia,623986,60,Direito
